Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO.1,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign.1,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,Unnamed: 73,forward_from
J,"Argon, Nilay Tanik; Ziya, Serhan",,,,,,,,Priority Assignment Under Imperfect Information on Customer Type Identities,,,,,,,,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,,,,11.0,4,,,674,693,,,,10.1287/msom.1080.0246,,,,,,,Article,FAL 2009,2009,"In many service systems, customers are not served in the order they arrive, but according to a priority scheme that ranks them with respect to their relative importance. However, it may not be an easy task to determine the importance level of customers, especially when decisions need to be made under limited information. A typical example is from health care: When triage nurses classify patients into different priority groups, they must promptly determine each patient's criticality levels with only partial information on their conditions.We consider such a service system where customers are from one of two possible types. The service time and waiting cost for a customer depends on the customer's type. Customers' type identities are not directly available to the service provider; however, each customer provides a signal, which is an imperfect indicator of the customer's identity. The service provider uses these signals to determine priority levels for the customers with the objective of minimizing the long-run average waiting cost. In most of the paper, each customer's signal equals the probability that the customer belongs to the type that should have a higher priority and customers incur waiting costs that are linear in time. We first show that increasing the number of priority classes decreases costs, and the policy that gives the highest priority to the customer with the highest signal outperforms any finite class priority policy. We then focus on two-class priority policies and investigate how the optimal policy changes with the system load. We also investigate the properties of good signals and find that signals that are larger in convex ordering are more preferable. In a simulation study, we find that when the waiting cost functions are nondecreasing, quadratic, and convex, the policy that assigns the highest priority to the customer with the highest signal performs poorly while the two-class priority policy and an extension of the generalized c mu rule perform well.",,,,,,,,,35,1,0,0,0,0,36,,,1523-4614,1526-5498,,,,,,,"Univ N Carolina, Dept Stat & Operat Res, Chapel Hill, NC 27599 USA",,,,2009-09-01,WOS:000270304000009,,,gurvich_et_al_2008
J,"Bassamboo, Achal; Zeevi, Assaf",,,,,,,,On a Data-Driven Method for Staffing Large Call Centers,,,,,,,,OPERATIONS RESEARCH,,,,57.0,3,,,714,726,,,,10.1287/opre.1080.0602,,,,,,,Article,MAY-JUN 2009,2009,"We consider a call center model with multiple customer classes and multiple server pools. Calls arrive randomly over time, and the instantaneous arrival rates are allowed to vary both temporally and stochastically in an arbitrary manner. The objective is to minimize the sum of personnel costs and expected abandonment penalties by selecting an appropriate staffing level for each server pool. We propose a simple and computationally tractable method for solving this problem that requires as input only a few system parameters and historical call arrival data for each customer class; in this sense the method is said to be data-driven. The efficacy of the proposed method is illustrated via numerical examples. An asymptotic analysis establishes that the prescribed staffing levels achieve near-optimal performance and characterizes the magnitude of the optimality gap.",,,,,,,,,37,0,0,0,0,0,38,,,0030-364X,,,,,,,,"Northwestern Univ, Kellogg Sch Management, Evanston, IL 60208 USAColumbia Univ, Grad Sch Business, New York, NY 10027 USA",,,,2009-05-01,WOS:000267403200014,,,gurvich_et_al_2008
J,"Gurvich, Itay; Whitt, Ward",,,,"Whitt, Ward/D-5337-2013","Whitt, Ward/0000-0003-4298-9964",,,Queue-and-Idleness-Ratio Controls in Many-Server Service Systems,,,,,,,,MATHEMATICS OF OPERATIONS RESEARCH,,,,34.0,2,,,363,396,,,,10.1287/moor.1080.0366,,,,,,,Article,MAY 2009,2009,"Motivated by call centers, we study large-scale service systems with multiple customer classes and multiple agent pools, each with many agents. We propose a family of routing rules called queue-and-idleness-ratio (QIR) rules. A newly available agent next serves the customer from the head of the queue of the class (from among those he is eligible to serve) whose queue length most exceeds a specified state-dependent proportion of the total queue length. An arriving customer is routed to the agent pool whose idleness most exceeds a specified state-dependent proportion of the total idleness. We identify regularity conditions on the network structure and system parameters under which QIR produces an important state-space collapse (SSC) result in the quality-and-efficiency-driven (QED) many-server heavy-traffic limiting regime. The SSC result is applied here to prove stochastic-process limits and in subsequent papers to solve important staffing and control problems for large-scale service systems.",,,,,,,,,63,1,0,0,0,0,63,,,0364-765X,1526-5471,,,,,,,"Northwestern Univ, Kellogg Sch Management, Evanston, IL 60208 USAColumbia Univ, Dept Ind Engn & Operat Res, New York, NY 10027 USA",,,,2009-05-01,WOS:000266101500009,,,gurvich_et_al_2008
J,"Gurvich, Itay; Whitt, Ward",,,,"Whitt, Ward/D-5337-2013","Whitt, Ward/0000-0003-4298-9964",,,Scheduling Flexible Servers with Convex Delay Costs in Many-Server Service Systems,,,,,,,,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,,,,11.0,2,,,237,253,,,,10.1287/msom.1070.0211,,,,,,,Article,SPR 2009,2009,"In a recent paper we introduced the queue-and-idleness ratio (QIR) family of routing rules for many-server service systems with multiple customer classes and server pools. A newly available server serves the customer from the head of the queue of the class (from among those the server is eligible to serve) whose queue length most exceeds a specified proportion of the total queue length. Under fairly general conditions, QIR produces an important state-space collapse as the total arrival rate and the numbers of servers increase in a coordinated way. That state-space collapse was previously used to delicately balance service levels for the different customer classes. In this sequel, we show that a special version of QIR stochastically minimizes convex holding costs in a finite-horizon setting when the service rates are restricted to be pool dependent. Under additional regularity conditions, the special version of QIR reduces to a simple policy: linear costs produce a priority-type rule, in which the least-cost customers are given low priority. Strictly convex costs (plus other regularity conditions) produce a many-server analogue of the generalized-c mu (Gc mu) rule, under which a newly available server selects a customer from the class experiencing the greatest marginal cost at that time.",,,,,,,,,47,0,0,0,0,0,47,,,1523-4614,1526-5498,,,,,,,"Columbia Business Sch, New York, NY 10027 USAColumbia Univ, IEOR Dept, New York, NY 10027 USA",,,,2009-03-01,WOS:000266905100004,,,gurvich_et_al_2008
J,"Gurvich, Itay; Armony, Mor; Maglaras, Constantinos",,,,,,,,Cross-Selling in a Call Center with a Heterogeneous Customer Population,,,,,,,,OPERATIONS RESEARCH,,,,57.0,2,,,299,313,,,,10.1287/opre.1080.0568,,,,,,,Article,MAR-APR 2009,2009,"Cross-selling is becoming an increasingly prevalent practice in call centers, due, in part, to its unique capability to allow firms to dynamically segment their callers and customize their product offerings accordingly. This paper considers a call center with cross-selling capability that serves a pool of customers that are differentiated in terms of their revenue potential and delay sensitivity. It studies the operational decisions of staffing, call routing, and cross-selling under various forms of customer segmentation. It derives near-optimal controls in each of the settings analyzed, and characterizes the impact of a more refined customer segmentation on the structure of these policies and the center's profitability.",,,,,,,,,19,1,0,0,1,0,23,,,0030-364X,,,,,,,,"Northwestern Univ, Kellogg Sch Management, Evanston, IL 60208 USANYU, Stern Sch Business, New York, NY 10012 USAColumbia Business Sch, New York, NY 10027 USA",,,,2009-03-01,WOS:000265394800004,,,gurvich_et_al_2008
J,"Bhulai, Sandjai",,,,,"Bhulai, Sandjai/0000-0003-1124-8821",,,DYNAMIC ROUTING POLICIES FOR MULTISKILL CALL CENTERS,,,,,,,,PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,,,,23.0,1,,,101,119,,,,10.1017/S0269964809000096,,,,,,,Article,2009,2009,"We consider the problem of routing calls dynamically in a multiskill call center. Calls from different skill classes are offered to the call center according to a Poisson process. The agents in the center arc grouped according to their heterogeneous skill sets that determine the classes of calls they can serve. Each agent group serves calls with independent exponentially distributed service times. We consider two scenarios. The first scenario deals with a call center with no buffers in the system, so that every arriving call either has to he routed immediately or has to he blocked and is lost. The objective in the system is to minimize the average number of blocked calls. The second scenario deals with call centers consisting of only agents that have one skill and fully cross-trained agents, where calls are pooled in common queues. The objective in this system is to minimize the average number of calls in the system. We obtain nearly optimal dynamic routing policies that are scalable with the problem instance and can be computed online. The algorithm is based on one-step policy improvement using the relative value functions of simpler queuing systems. Numerical experiments demonstrate the good performance of the routing policies. Finally, we discuss how the algorithm can be used to handle inure general cases with the techniques described in this article.",,,,,,,,,13,0,0,0,0,0,13,,,0269-9648,,,,,,,,"Vrije Univ Amsterdam, Fac Sci, NL-1081 HV Amsterdam, Netherlands",,,,2009-01-01,WOS:000261631300008,,,gurvich_et_al_2008
J,"Mandelbaum, Avishai; Momcilovic, Petar",,,,,,,,Queues with many servers: The virtual waiting-time process in the QED regime,,,,,,,,MATHEMATICS OF OPERATIONS RESEARCH,,,,33.0,3,,,561,586,,,,10.1287/moor.1070.0310,,,,,,,Article,AUG 2008,2008,"We consider a first-come first-served multiserver queue in the Quality- and Efficiency-Driven ( QED) regime. In this regime, which was first formalized by Halfin and Whitt, the number of servers N is not small, servers' utilization is 1-O(1/root N) (Efficiency-Driven) while waiting time is O(1/root N) ( Quality- Driven). This is equivalent to having the number of servers N being approximately equal to R+beta root R, where R is the offered load and beta is a positive constant. For the G/D-K/N queue in the QED regime, we analyze the virtual waiting time V-N(t), as N increases indefinitely. Assuming that the service-time distribution has a finite support (hence the D-K in G/D-K/N), it is shown that, in the limit, the scaled virtual waiting time (V) over cap (N)(t) = root NVN (t)/ES is representable as a supremum over a random weighted tree ( S denotes a service time). Informally, it is then argued that, for large N,(V) over cap (N)(t) approximate to (E < s > [(V) over cap (N)(t-S)]+(X) over cap (t) -beta)(+), t is an element of R;here.(E < s > [(V) over cap (N)(t-S)] is the averaging of (V) over cap (N)(t-S) over S, and the process (X) over cap (t) is zero-mean Gaussian that summarizes all relevant information about arrivals and service times (X) over cap (t) arises as a limit of an infinite-server (G/D-K/infinity) process, appropriately scaled). The results are obtained by using both combinatorial and probabilistic arguments. Possible applications of our approximations include fast simulation of queues and estimation/ prediction of customer waiting times in the QED regime.",,,,,,,,,21,0,0,0,0,0,21,,,0364-765X,1526-5471,,,,,,,"Univ Michigan, Dept Elect Engn & Comp Sci, Ann Arbor, MI 48109 USATechnion Israel Inst Technol, IL-3200 Haifa, Israel",,,,2008-08-01,WOS:000258881200004,,,gurvich_et_al_2008
J,"Dai, J. G.; Tezcan, Tolga",,,,"Tezcan, Tolga/P-6418-2016; Dai, Jiangang/F-5211-2011","Dai, Jim/0000-0002-5223-0129",,,Optimal control of parallel server systems with many servers in heavy traffic,,,,,,,,QUEUEING SYSTEMS,,,,59.0,2,,,95,134,,,,10.1007/s11134-008-9078-5,,,,,,,Article,JUN 2008,2008,We consider a parallel server system that consists of several customer classes and server pools in parallel. We propose a simple robust control policy to minimize the total linear holding and reneging costs. We show that this policy is asymptotically optimal under the many-server heavy traffic regime for parallel server systems when the service times are only server pool dependent and exponentially distributed.,,,,,,,,,43,1,0,0,0,0,43,,,0257-0130,,,,,,,,"Georgia Inst Technol, H Milton Stewart Sch Ind & Syst Engn, Atlanta, GA 30332 USAUniv Illinois, Urbana, IL 61801 USA",,,,2008-06-01,WOS:000258677300002,,,gurvich_et_al_2008
J,"Gamarnik, David; Momcilovic, Petar",,,,,,,,Steady-state analysis of a multiserver queue in the Halfin-Whitt regime,,,,,,,,ADVANCES IN APPLIED PROBABILITY,,,,40.0,2,,,548,577,,,,10.1239/aap/1214950216,,,,,,,Article,JUN 2008,2008,"We consider a multiserver queue in the Halfin-Whitt regime: as the number of servers n grows without a bound, the utilization approaches I from below at the rate Theta(1/root n). Assuming that the service time distribution is lattice valued with a finite support, we characterize the limiting scaled stationary queue length distribution in terms of the stationary distribution of an explicitly constructed Markov chain. Furthermore, we obtain an explicit expression for the critical exponent for the moment generating function of a limiting stationary queue length. This exponent has a compact representation in terms of three parameters: the amount of spare capacity and the coefficients of variation of interarrival and service times. Interestingly, it matches an analogous exponent corresponding to a single-server queue in the conventional heavy-traffic regime.",,,,,,,,,22,0,0,0,0,0,22,,,0001-8678,1475-6064,,,,,,,"MIT, Ctr Operat Res, Cambridge, MA 02139 USAMIT, Sloan Sch Management, Cambridge, MA 02139 USAUniv Michigan, Dept EECS, Ann Arbor, MI 48109 USA",,,,2008-06-01,WOS:000258135000012,,,gurvich_et_al_2008
J,"Ren, Z. Justin; Zhou, Yong-Pin",,,,,,,,Call center outsourcing: Coordinating staffing level and service quality,,,,,,,,MANAGEMENT SCIENCE,,,,54.0,2,,,369,383,,,,10.1287/mnsc.1070.0820,,,,,,,Article,FEB 2008,2008,"In this paper, we study the contracting issues in an outsourcing supply chain consisting of a user company and a call center that does outsourcing work for the user company. We model the call center as a G/G/s queue with customer abandonment. Each call has a revenue potential, and we model the call center's service quality by the percentage of calls resolved (revenue realized). The call center makes two strategic decisions: how many agents to have and how much effort to exert to achieve service quality.We are interested in the contracts the user company can use to induce the call center to both staff and exert effort at levels that are optimal for the outsourcing supply chain (i.e., chain coordination). Two commonly used contracts are analyzed first: piecemeal and pay-per-call-resolved contracts. We show that although they can coordinate the staffing level, the resulting service quality is below system optimum. Then, depending on the observability and contractibility of the call center's effort, we propose two contracts that can coordinate both staffing and effort. These contracts suggest that managers pay close attention to service quality and its contractibility in seeking call center outsourcing.",,,,,,,,,112,2,0,0,1,2,115,,,0025-1909,1526-5501,,,,,,,"Boston Univ, Sch Management, Boston, MA 02215 USAUniv Washington, Michael G Foster Sch Business, Seattle, WA 98195 USA",,,,2008-02-01,WOS:000253416600023,,,gurvich_et_al_2008
J,"Wang, Zhongbin; Yang, Luyi; Cui, Shiliang; Ulku, Sezer; Zhou, Yong-Pin",,,,,"Yang, Luyi/0000-0002-5370-6926; Wang, Zhongbin/0000-0002-1154-5861",,,Pooling Agents for Customer-Intensive Services,,,,,,,,OPERATIONS RESEARCH,,,,71.0,3,,,860,875,,,,10.1287/opre.2022.2259,,,,,MAR 2022,,Article,MAY-JUN 2023,2023,"In customer-intensive services where service quality increases with service time, service providers commonly pool their agents and give performance bonuses that reward agents for achieving greater customer satisfaction and serving more customers. Conventional wisdom suggests that pooling agents reduce customer wait time while performance bonuses motivate agents to produce high-quality service, both of which should boost customer satisfaction. However, our queueing-game-theoretic analysis reveals that when agents act strategically, they may choose to speed up under pooling in an attempt to serve more customers, thus undermining service quality. If this happens, pooling can backfire and result in both lower customer satisfaction and agent payoff. We propose a simple solution to resolve this issue: pooling a portion of the performance bonuses (incentive pooling) in conjunction with pooling agents (operational pooling).",,,,,,,,,3,0,0,0,0,0,3,,,0030-364X,,,,,,,,"Tianjin Univ, Coll Management & Econ, Tianjin 300072, Peoples R ChinaUniv Calif Berkeley, Haas Sch Business, Berkeley, CA 94720 USAGeorgetown Univ, McDonough Sch Business, Washington, DC 20057 USAUniv Washington, Foster Sch Business, Seattle, WA 98195 USA",,,,2022-06-10,WOS:000804530100001,,,jouini_et_al_2008
J,"Wang, Tianxiang; Yu, Peiwen; Hu, Jianqiang",,,,"Hu, Jianqiang/K-2128-2017","Yu, Peiwen/0000-0002-1000-9389",,,Admission Control Game with Capacity Borrowing,,,,,,,,PRODUCTION AND OPERATIONS MANAGEMENT,,,,31.0,2,,,547,560,,,,10.1111/poms.13566,,,,,OCT 2021,,Article,FEB 2022,2022,"We study a decentralized admission control problem with capacity borrowing. In this problem, the admission decision is made by each server who is assigned dedicated capacity. However, a server can borrow capacity from other servers if his dedicated capacity is exhausted. The borrower compensates the lender by a payment equal to the borrowing cost. Hence, the servers share their capacities via borrowing, but they also compete against each other for their pooled capacities. We formulate this problem as a stochastic dynamic game and characterize the equilibrium strategic admission behavior of servers. We show that the critical factors that affect the equilibrium behavior and the system revenue are the magnitude of the borrowing cost, the arrival rate of customers and the revenue difference between different classes of customers. We have identified conditions under which servers maximizing their own payoffs end up making decisions that benefit the system. Our study highlights the important roles that the borrowing cost plays in shaping servers' behavior in service systems and provides concrete guidance for practitioners to design a decentralized admission control system.",,,,,,,,,1,0,0,0,0,0,1,,,1059-1478,1937-5956,,,,,,,"Fudan Univ, Sch Management, Shanghai 200444, Peoples R ChinaChongqing Univ, Sch Econ & Business Adm, Chongqing 400044, Peoples R China",,,,2021-10-29,WOS:000708755500001,,,jouini_et_al_2008
J,"Legros, Benjamin; Jouini, Oualid; Koole, Ger",,,,,"Legros, Benjamin/0000-0002-3951-5963; Koole, Ger/0000-0003-1776-8369",,,Should We Wait Before Outsourcing? Analysis of a Revenue-Generating Blended Contact Center,,,,,,,,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,,,,23.0,5,,,1118,1138,,,,10.1287/msom.2019.0859,,,,,,,Article,SEP-OCT 2021,2021,"Problem definition: We consider a revenue-generating call center with inbound and outbound calls, where service and sales activities are blended. For maximizing the call center's revenue, the call center manager exercises two levels of control: agent reservation for inbound calls and call outsourcing. Given the influence of waits on purchase probability, we investigate the strategy of outsourcing customers who have waited already as opposed to outsourcing customers directly at arrival. Academic/practical relevance: The main novelty of this article arises from the use of a single framework to investigate both the combination of agent reservation with outsourcing decisions, and a waiting time-based outsourcing strategy. The existing literature only considers these two strategies in isolation and is restricted to quantity-based decisions. From a practical viewpoint, our results aim to provide decision support tools that are directly implementable in a call center's routing software. Methodology: We apply a Markov decision process approach to optimize the manager's decisions. The particularity of our approach is that we use the experienced waiting time as a decision variable. Results: We prove that the optimal policy for reservation and outsourcing is of threshold type. Our main conclusion is that outsourcing customers after letting them wait in-house generates higher revenue than outsourcing calls at arrival. However, it is also detrimental to service quality. In addition, we identify contexts in which the difference between the two outsourcing strategies is significant. Managerial implications: Contrary to standard call center practices, which either consist of specialized teams for one type of call or only exercise one specific level of decision-making (reservation or outsourcing), we demonstrate the potential of partial outsourcing with partial reservation. Our study shows that the benefits of implementing our results are greatest in small congested call centers.",,,,,,,,,5,0,0,0,0,0,5,,,1523-4614,1526-5498,,,,,,,"EM Normandie, Lab Metis, F-75016 Paris, FranceUniv Paris Saclay, Lab Genie Ind, Cent Supelec, F-91190 Gif Sur Yvette, FranceVrije Univ Amsterdam, Dept Math, NL-1081 HV Amsterdam, Netherlands",EM Normandie,,,2021-10-08,WOS:000701739700007,,,jouini_et_al_2008
J,"Sunar, Nur; Tu, Yichen; Ziya, Serhan",,,,,,,,Pooled vs. Dedicated Queues when Customers Are Delay-Sensitive,,,,,,,,MANAGEMENT SCIENCE,,,,67.0,6,,,3785,3802,,,,10.1287/mnsc.2020.3663,,,,,,,Article,JUN 2021,2021,"It is generally accepted that operating with a combined (i.e., pooled) queue rather than separate (i.e., dedicated) queues is beneficial because pooling queues reduces long-run average sojourn time. In fact, this is a well-established result in the literature when jobs cannot make decisions and servers and jobs are identical. An important corollary of this finding is that pooling queues improves social welfare in the aforementioned setting. We consider an observable multiserver queueing system that can be operated with either dedicated queues or a pooled one. Customers are delay-sensitive, and they decide to join or balk based on queue length information upon arrival; they are not subject to an external admission control. In this setting, we prove that, contrary to the common understanding, pooling queues can increase the long-run average sojourn time so much that the pooled system results in strictly smaller social welfare (and strictly smaller consumer surplus) than the dedicated system under certain conditions. Specifically, pooling queues hurts performance when the arrival-rate-to-service-rate ratio is large (e.g., greater than one) and the normalized service benefit is also large. We prove that the performance loss due to pooling queues can be significant. Our numerical studies demonstrate that pooling queues can decrease the social welfare (and consumer surplus) by more than 95%. The benefit of pooling is commonly believed to increase with system size. In contrast, we show that when delay-sensitive customers make rational joining decisions, the magnitude of the performance loss due to pooling can strictly increase with the system size.",,,,,,,,,9,0,0,0,0,0,9,,,0025-1909,1526-5501,,,,,,,"Univ North Carolina Chapel Hill, Kenan Flagler Business Sch, Chapel Hill, NC 27599 USACox Automot Inc, Atlanta, GA 30319 USAUniv North Carolina Chapel Hill, Dept Stat & Operat Res, Chapel Hill, NC 27599 USA",Cox Automot Inc,,,2021-09-20,WOS:000694892700007,,,jouini_et_al_2008
J,"Chan, Carri W.; Huang, Michael; Sarhangian, Vahid",,,,,,,,"Dynamic Server Assignment in Multiclass Queues with Shifts, with Applications to Nurse Staffing in Emergency Departments",,,,,,,,OPERATIONS RESEARCH,,,,69.0,6,,,1936,1959,,,,10.1287/opre.2020.2050,,,,,JAN 2021,,Article,NOV-DEC 2021,2021,"Many service systems are staffed by workers who work in shifts. In this article, we study the dynamic assignment of servers to different areas of a service system at the beginning of discrete time intervals, namely, shifts. The ability to reassign servers at discrete intervals, rather than continuously, introduces a partial flexibility that provides an opportunity for reducing the expected waiting time of customers. The problem is primarily motivated by an application to nurse staffing in emergency departments (EDs), where nurses can work in different areas of the ED, but their assignment can only be changed at the beginning of their shifts (typically 8-12 hours). To investigate the reassignment decision and its potential benefits, we consider a multiclass queueing system, where customers of each class differ in terms of their average service requirements and the holding cost incurred as they wait in the queues. We study a discrete-time fluid control problem to minimize transient holding costs over a finite horizon and show that an appropriate translation of the solution to the fluid control problem is asymptotically optimal for the original stochastic system. Through analysis of the fluid control problem we further obtain insights on the structure of good policies in the presence of the shift constraint. Leveraging these insights, we develop heuristic policies and use simulation to demonstrate their effectiveness in systems with dynamics often observed in EDs. We find that, in a parameter regime relevant to our motivating application, the partial flexibility introduced by reassigning servers at the beginning of shifts can substantially reduce the expected cost of the system-by 10%-50% in some parameter regimes-compared with the status quo, dedicated staffing.",,,,,,,,,8,0,0,0,0,0,8,,,0030-364X,,,,,,,,"Columbia Business Sch, Div Decis Risk & Operat, New York, NY 10027 USAUniv Southern Calif Los Angeles, Marshall Sch Business, Los Angeles, CA 90089 USAUniv Toronto, Dept Mech & Ind Engn, Toronto, ON M5S 3G8, Canada",Univ Southern Calif Los Angeles,,,2021-11-02,WOS:000709027800001,,,jouini_et_al_2008
J,"Armony, Mor; Roels, Guillaume; Song, Hummy",,,,,"Roels, Guillaume/0000-0003-3480-2135",,,Pooling Queues with Strategic Servers: The Effects of Customer Ownership,,,,,,,,OPERATIONS RESEARCH,,,,69.0,1,,,13,29,,,,10.1287/opre.2020.2004,,,,,,,Article,JAN-FEB 2021,2021,"Although pooling queues offer in principle many operational benefits, these may not always be achieved in practice. One reason, observed in, prior empirical studies, relates to customer ownership. In this paper, we formalize these empirical observations by developing a game-theoretic model to assess the performance of pooling when servers choose their capacities strategically and exhibit varying scopes of customer ownership, captured by two cost components, respectively, associated with the processing time and the waiting time of a server's customers. We show that the core benefits of pooling are mostly annihilated in this setting. In fact, for any given scope of customer ownership, the queue configuration has almost no impact on the customers' average throughput time unless (i) servers' degree of customer ownership is so low that they choose to operate at high utilization and (ii) they care much more about their customers' processing times than about their waiting times. Under these conditions, adopting a dedicated queue configuration can yield significantly lower throughput times. This prescription becomes even more pertinent if the switch to a dedicated queue configuration is associated with an expansion in the scope of customer ownership, as may happen in practice.",,,,,,,,,11,0,0,0,0,0,11,,,0030-364X,,,,,,,,"NYU, Stern Sch Business, New York, NY 10012 USAINSEAD, F-77305 Fontainebleau, FranceUniv Penn, Wharton Sch, Philadelphia, PA 19104 USA",,,,2021-03-14,WOS:000615320600002,,,jouini_et_al_2008
J,"Cao, Ping; He, Shuangchi; Huang, Junfei; Liu, Yunan",,,,"He, Shuangchi/F-4329-2012","He, Shuangchi/0000-0003-4107-3946; Cao, Ping/0000-0001-7801-9754",,,To Pool or Not to Pool: Queueing Design for Large-Scale Service Systems,,,,,,,,OPERATIONS RESEARCH,,,,69.0,6,,,1866,1885,,,,10.1287/opre.2019.1976,,,,,DEC 2020,,Article,NOV-DEC 2021,2021,"There are two basic queue structures commonly adopted in service systems: the pooled structure, where waiting customers are organized into a single queue served by a group of servers, and the dedicated structure, where each server has her own queue. Although the pooled structure, known to minimize the servers' idle time, is widely used in large-scale service systems, this study reveals that the dedicated structure, along with the join-the-shortest-queue routing policy, could be more advantageous for improving certain performance measures, such as the probability of a customer's waiting time being within a delay target. The servers' additional idleness resulting from the dedicated structure will be negligible when the system scale is large. Using a fluid model substantiated by asymptotic analysis, we provide a performance comparison between the two structures for a moderately overloaded queueing system with customer abandonment. We intend to help service system designers answer the following question: To reach a specified service-level target, which queue structure will be more cost effective? Aside from structure design, our results are of practical value for performance analysis and staffing deployment.",,,,,,,,,5,0,0,0,0,0,5,,,0030-364X,,,,,,,,"Univ Sci & Technol China, Sch Management, Hefei 230026, Peoples R ChinaNatl Univ Singapore, Dept Ind Syst Engn & Management, Singapore 117576, SingaporeChinese Univ Hong Kong, CUHK Business Sch, Dept Decis Sci & Managerial Econ, Shatin, Hong Kong, Peoples R ChinaNorth Carolina State Univ, Dept Ind & Syst Engn, Raleigh, NC 27695 USA",,,,2021-11-03,WOS:000710332000001,,,jouini_et_al_2008
J,"Jain, Aditya; Bala, Ram",,,,"Jain, Aditya K/E-4552-2015","Jain, Aditya K/0000-0003-4491-363X",,,Differentiated or integrated: Capacity and service level choice for differentiated products,,,,,,,,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,,,266.0,3,,,1025,1037,,,,10.1016/j.ejor.2017.10.053,,,,,,,Article,MAY 1 2018,2018,"Several firms across different product-focused industries, such as Dell, GM and Keurig, offer associated services along with their products. Given that firms routinely offer a portfolio of vertically differentiated products, a crucial question facing such firms is whether such differentiation should also be extended to associated services. Service differentiation lowers cannibalization of the high-quality product by the low-quality product and increases revenues, but it requires dedicated capacity which increases the cost of offering service. This tradeoff is further confounded by the potential loss of service performance due to complexity involved in single set of resources serving multiple segments. Thus, we examine this service strategy decision along the two dimensions: cannibalization concerns and complexity involved in serving multiple segments together. We consider a firm whose customers vary in their willingness-to-pay (WTP) for product quality and their sensitivity to service levels, and can self-select across offered products. We find that even when there is no complexity involved in serving multiple segments, the differentiated service strategy may be preferred purely to prevent cannibalization. With high complexity, cannibalization concerns may increase or decrease the firm's preference for the differentiated service strategy depending on the demand mix of higher and lower WTP customers. Cannibalization also makes the role of total demand size in the service strategy decision more pronounced. Specifically, changes in capacity costs, customer heterogeneity and product differentiation may make the differentiated service strategy more or less attractive depending on the total demand size as well as the demand mix. (C) 2017 Elsevier B.V. All rights reserved.",,,,,,,,,24,1,0,0,1,0,25,,,0377-2217,1872-6860,,,,,,,"CUNY, Baruch Coll, Zicklin Sch Business, New York, NY 10010 USASanta Clara Univ, Leavey Sch Business, Santa Clara, CA 95050 USA",,,,2018-12-28,WOS:000423636700017,,,jouini_et_al_2008
